,file,cid,pos,lemma,path,fileN,status
14780,88448,5,0,niyojay,../TextSegmentation/Pickle_Files/88448.p,88448.p,accepted
14781,335517,0,6,DArin,../TextSegmentation/Pickle_Files/335517.p,335517.p,accepted
14782,321413,1,0,aDipa,../TextSegmentation/Pickle_Files/321413.p,321413.p,accepted
14783,99915,2,0,mahA,../TextSegmentation/Pickle_Files/99915.p,99915.p,accepted
14784,396005,4,0,SastraBft,../TextSegmentation/Pickle_Files/396005.p,396005.p,accepted
14785,371404,2,0,rogin,../TextSegmentation/Pickle_Files/371404.p,371404.p,accepted
14786,135311,0,3,anAdi,../TextSegmentation/Pickle_Files/135311.p,135311.p,accepted
14787,374725,4,9,Adika,../TextSegmentation/Pickle_Files/374725.p,374725.p,accepted
14788,303526,5,3,apoh,../TextSegmentation/Pickle_Files/303526.p,303526.p,accepted
14789,143180,4,0,kaScid,../TextSegmentation/Pickle_Files/143180.p,143180.p,accepted
14790,124630,1,1,iz,../TextSegmentation/Pickle_Files/124630.p,124630.p,accepted
14791,355392,0,0,mahAtuzita,../TextSegmentation/Pickle_Files/355392.p,355392.p,accepted
14792,383990,2,0,ameya,../TextSegmentation/Pickle_Files/383990.p,383990.p,accepted
14793,69949,0,0,aBijYAna,../TextSegmentation/Pickle_Files/69949.p,69949.p,accepted
14794,332126,3,0,avAp,../TextSegmentation/Pickle_Files/332126.p,332126.p,accepted
14795,115497,0,0,pradA,../TextSegmentation/Pickle_Files/115497.p,115497.p,accepted
14796,337066,1,2,anusaMcintay,../TextSegmentation/Pickle_Files/337066.p,337066.p,accepted
14797,322322,1,0,ari,../TextSegmentation/Pickle_Files/322322.p,322322.p,accepted
14798,343421,1,0,viparIta,../TextSegmentation/Pickle_Files/343421.p,343421.p,accepted
14799,90422,2,0,raYjay,../TextSegmentation/Pickle_Files/90422.p,90422.p,accepted
14800,115567,2,0,sUpapanna,../TextSegmentation/Pickle_Files/115567.p,115567.p,accepted
14801,388425,5,0,mahAtman,../TextSegmentation/Pickle_Files/388425.p,388425.p,accepted
14802,393370,3,0,vijaya,../TextSegmentation/Pickle_Files/393370.p,393370.p,accepted
14803,130539,0,0,BaYj,../TextSegmentation/Pickle_Files/130539.p,130539.p,accepted
14804,381846,0,0,muKa,../TextSegmentation/Pickle_Files/381846.p,381846.p,accepted
14805,362071,1,6,pARqitya,../TextSegmentation/Pickle_Files/362071.p,362071.p,accepted
14806,70222,3,0,saMrabDa,../TextSegmentation/Pickle_Files/70222.p,70222.p,accepted
14807,56415,0,0,aDiruh,../TextSegmentation/Pickle_Files/56415.p,56415.p,accepted
14808,367457,1,0,kalA,../TextSegmentation/Pickle_Files/367457.p,367457.p,accepted
14809,314276,6,0,pradA,../TextSegmentation/Pickle_Files/314276.p,314276.p,accepted
14810,328690,0,0,BUti,../TextSegmentation/Pickle_Files/328690.p,328690.p,accepted
14811,141973,3,0,navan,../TextSegmentation/Pickle_Files/141973.p,141973.p,accepted
14812,340789,1,3,piRqa,../TextSegmentation/Pickle_Files/340789.p,340789.p,accepted
14813,307762,3,0,sidDi,../TextSegmentation/Pickle_Files/307762.p,307762.p,accepted
14814,334536,0,0,tiryagyoni,../TextSegmentation/Pickle_Files/334536.p,334536.p,accepted
14815,392971,3,0,DanaMjaya,../TextSegmentation/Pickle_Files/392971.p,392971.p,accepted
14816,315555,2,0,upagam,../TextSegmentation/Pickle_Files/315555.p,315555.p,accepted
14817,52866,1,0,sakazAya,../TextSegmentation/Pickle_Files/52866.p,52866.p,accepted
14818,306090,4,0,parameSvara,../TextSegmentation/Pickle_Files/306090.p,306090.p,accepted
14819,337519,5,4,aSarIraka,../TextSegmentation/Pickle_Files/337519.p,337519.p,accepted
14820,345858,1,0,niyam,../TextSegmentation/Pickle_Files/345858.p,345858.p,accepted
14821,346585,2,0,akzi,../TextSegmentation/Pickle_Files/346585.p,346585.p,accepted
14822,346198,4,0,sajAti,../TextSegmentation/Pickle_Files/346198.p,346198.p,accepted
14823,102476,0,0,GfRin,../TextSegmentation/Pickle_Files/102476.p,102476.p,accepted
14824,143668,3,0,praviS,../TextSegmentation/Pickle_Files/143668.p,143668.p,accepted
14825,142403,3,0,muni,../TextSegmentation/Pickle_Files/142403.p,142403.p,accepted
14826,390488,2,0,anADfzya,../TextSegmentation/Pickle_Files/390488.p,390488.p,accepted
14827,358539,4,0,kaScid,../TextSegmentation/Pickle_Files/358539.p,358539.p,accepted
14828,332856,2,0,pratizeDa,../TextSegmentation/Pickle_Files/332856.p,332856.p,accepted
14829,124125,6,0,fzi,../TextSegmentation/Pickle_Files/124125.p,124125.p,accepted
14830,143120,1,0,udvAhay,../TextSegmentation/Pickle_Files/143120.p,143120.p,accepted
14831,111486,4,0,saMkIrtay,../TextSegmentation/Pickle_Files/111486.p,111486.p,accepted
14832,68923,5,0,vihA,../TextSegmentation/Pickle_Files/68923.p,68923.p,accepted
14833,123929,3,1,AhatalakzaRa,../TextSegmentation/Pickle_Files/123929.p,123929.p,accepted
14834,53383,2,0,mahA,../TextSegmentation/Pickle_Files/53383.p,53383.p,accepted
14835,302267,5,0,yuDizWira,../TextSegmentation/Pickle_Files/302267.p,302267.p,accepted
14836,303907,3,0,niyantf,../TextSegmentation/Pickle_Files/303907.p,303907.p,accepted
14837,95227,6,0,DImant,../TextSegmentation/Pickle_Files/95227.p,95227.p,accepted
14838,331916,5,0,yaTAsTiti,../TextSegmentation/Pickle_Files/331916.p,331916.p,accepted
14839,146053,1,0,kAray,../TextSegmentation/Pickle_Files/146053.p,146053.p,accepted
14840,311222,0,0,kiMca,../TextSegmentation/Pickle_Files/311222.p,311222.p,accepted
14841,375087,3,0,brahmatIrTa,../TextSegmentation/Pickle_Files/375087.p,375087.p,accepted
14842,322079,1,0,samASri,../TextSegmentation/Pickle_Files/322079.p,322079.p,accepted
14843,370285,0,0,upAs,../TextSegmentation/Pickle_Files/370285.p,370285.p,accepted
14844,148978,0,1,alabDa,../TextSegmentation/Pickle_Files/148978.p,148978.p,accepted
14845,75658,0,27,kaRqU,../TextSegmentation/Pickle_Files/75658.p,75658.p,accepted
14846,381757,2,0,pitAmaha,../TextSegmentation/Pickle_Files/381757.p,381757.p,accepted
14847,372431,1,0,Sf,../TextSegmentation/Pickle_Files/372431.p,372431.p,accepted
14848,142793,1,0,satyavatI,../TextSegmentation/Pickle_Files/142793.p,142793.p,accepted
14849,354342,0,0,BUmi,../TextSegmentation/Pickle_Files/354342.p,354342.p,accepted
14850,389754,3,0,citra,../TextSegmentation/Pickle_Files/389754.p,389754.p,accepted
14852,332643,4,0,samAviS,../TextSegmentation/Pickle_Files/332643.p,332643.p,accepted
14853,113110,0,0,prAYjali,../TextSegmentation/Pickle_Files/113110.p,113110.p,accepted
14854,332572,3,0,pracC,../TextSegmentation/Pickle_Files/332572.p,332572.p,accepted
14855,396817,1,0,triviDa,../TextSegmentation/Pickle_Files/396817.p,396817.p,accepted
14856,110042,0,0,nivAray,../TextSegmentation/Pickle_Files/110042.p,110042.p,accepted
14857,85555,4,0,sarasvatI,../TextSegmentation/Pickle_Files/85555.p,85555.p,accepted
14858,392266,1,7,Siras,../TextSegmentation/Pickle_Files/392266.p,392266.p,accepted
14859,57554,3,5,AdiS,../TextSegmentation/Pickle_Files/57554.p,57554.p,accepted
14860,337691,4,0,pracakz,../TextSegmentation/Pickle_Files/337691.p,337691.p,accepted
14861,115329,6,0,rati,../TextSegmentation/Pickle_Files/115329.p,115329.p,accepted
14862,60530,3,9,SiKara,../TextSegmentation/Pickle_Files/60530.p,60530.p,accepted
14863,388161,4,0,pAYcAlya,../TextSegmentation/Pickle_Files/388161.p,388161.p,accepted
14864,309061,0,7,ANgika,../TextSegmentation/Pickle_Files/309061.p,309061.p,accepted
14865,353556,3,0,vilepana,../TextSegmentation/Pickle_Files/353556.p,353556.p,accepted
14866,390959,1,0,vimuKa,../TextSegmentation/Pickle_Files/390959.p,390959.p,accepted
14867,388985,1,1,aByarday,../TextSegmentation/Pickle_Files/388985.p,388985.p,accepted
14868,380979,1,7,aBijYA,../TextSegmentation/Pickle_Files/380979.p,380979.p,accepted
14869,128639,4,8,parizkf,../TextSegmentation/Pickle_Files/128639.p,128639.p,accepted
14870,105207,4,0,viDi,../TextSegmentation/Pickle_Files/105207.p,105207.p,accepted
14871,78895,2,4,BUzay,../TextSegmentation/Pickle_Files/78895.p,78895.p,accepted
14872,102856,1,0,mahA,../TextSegmentation/Pickle_Files/102856.p,102856.p,accepted
14873,304497,2,0,amareSAnI,../TextSegmentation/Pickle_Files/304497.p,304497.p,accepted
14874,109215,5,0,dvija,../TextSegmentation/Pickle_Files/109215.p,109215.p,accepted
14875,81205,2,0,viSvadeva,../TextSegmentation/Pickle_Files/81205.p,81205.p,accepted
14876,134145,1,0,kAnta,../TextSegmentation/Pickle_Files/134145.p,134145.p,accepted
14877,50931,4,10,nivAsin,../TextSegmentation/Pickle_Files/50931.p,50931.p,accepted
14878,94199,1,0,praSaMs,../TextSegmentation/Pickle_Files/94199.p,94199.p,accepted
14879,118402,0,0,upasTA,../TextSegmentation/Pickle_Files/118402.p,118402.p,accepted
14880,94804,0,0,dfzwi,../TextSegmentation/Pickle_Files/94804.p,94804.p,accepted
14881,327588,5,0,narADipa,../TextSegmentation/Pickle_Files/327588.p,327588.p,accepted
14882,371147,2,0,prapaS,../TextSegmentation/Pickle_Files/371147.p,371147.p,accepted
14883,381883,0,0,prapad,../TextSegmentation/Pickle_Files/381883.p,381883.p,accepted
14884,139835,0,7,upAGrA,../TextSegmentation/Pickle_Files/139835.p,139835.p,accepted
14885,117518,4,0,muni,../TextSegmentation/Pickle_Files/117518.p,117518.p,accepted
14886,117089,3,0,vipra,../TextSegmentation/Pickle_Files/117089.p,117089.p,accepted
14887,137200,0,1,amfzyant,../TextSegmentation/Pickle_Files/137200.p,137200.p,accepted
14888,306207,4,0,mahA,../TextSegmentation/Pickle_Files/306207.p,306207.p,accepted
14889,66900,5,0,mETilI,../TextSegmentation/Pickle_Files/66900.p,66900.p,accepted
14890,82226,0,8,parItApa,../TextSegmentation/Pickle_Files/82226.p,82226.p,accepted
14891,124667,2,0,mahA,../TextSegmentation/Pickle_Files/124667.p,124667.p,accepted
14892,395633,0,0,sAtyaki,../TextSegmentation/Pickle_Files/395633.p,395633.p,accepted
14893,89953,2,0,divya,../TextSegmentation/Pickle_Files/89953.p,89953.p,accepted
14894,338413,2,0,darSay,../TextSegmentation/Pickle_Files/338413.p,338413.p,accepted
14895,93747,1,0,saptaDA,../TextSegmentation/Pickle_Files/93747.p,93747.p,accepted
14896,351694,2,6,yoni,../TextSegmentation/Pickle_Files/351694.p,351694.p,accepted
14897,373202,0,0,aDika,../TextSegmentation/Pickle_Files/373202.p,373202.p,accepted
14898,383507,1,3,Sibira,../TextSegmentation/Pickle_Files/383507.p,383507.p,accepted
14899,393951,3,0,vimanas,../TextSegmentation/Pickle_Files/393951.p,393951.p,accepted
14900,359451,0,0,cetasyA,../TextSegmentation/Pickle_Files/359451.p,359451.p,accepted
14901,120596,1,0,jalOkAvacAraRIya,../TextSegmentation/Pickle_Files/120596.p,120596.p,accepted
14902,373243,0,0,kfzIvala,../TextSegmentation/Pickle_Files/373243.p,373243.p,accepted
14903,380214,5,9,acara,../TextSegmentation/Pickle_Files/380214.p,380214.p,accepted
14904,75351,4,0,vanOkas,../TextSegmentation/Pickle_Files/75351.p,75351.p,accepted
14905,98423,3,0,kilbiza,../TextSegmentation/Pickle_Files/98423.p,98423.p,accepted
14906,130062,3,5,saMgraha,../TextSegmentation/Pickle_Files/130062.p,130062.p,accepted
14907,328975,3,0,jYA,../TextSegmentation/Pickle_Files/328975.p,328975.p,accepted
14908,110456,3,7,parivartana,../TextSegmentation/Pickle_Files/110456.p,110456.p,accepted
14909,380773,1,0,saMkruD,../TextSegmentation/Pickle_Files/380773.p,380773.p,accepted
14910,345938,1,0,apratizeDa,../TextSegmentation/Pickle_Files/345938.p,345938.p,accepted
14911,124604,1,0,nivft,../TextSegmentation/Pickle_Files/124604.p,124604.p,accepted
14912,141714,0,0,yayAti,../TextSegmentation/Pickle_Files/141714.p,141714.p,accepted
14913,399385,3,7,saMniBa,../TextSegmentation/Pickle_Files/399385.p,399385.p,accepted
14914,356835,2,5,SAnti,../TextSegmentation/Pickle_Files/356835.p,356835.p,accepted
14915,91349,4,0,satatam,../TextSegmentation/Pickle_Files/91349.p,91349.p,accepted
14917,358528,4,0,Silpin,../TextSegmentation/Pickle_Files/358528.p,358528.p,accepted
14918,333186,5,0,dfS,../TextSegmentation/Pickle_Files/333186.p,333186.p,accepted
14919,359692,2,0,gomuKa,../TextSegmentation/Pickle_Files/359692.p,359692.p,accepted
14920,140798,3,0,devayAnI,../TextSegmentation/Pickle_Files/140798.p,140798.p,accepted
14921,307073,0,4,upaSru,../TextSegmentation/Pickle_Files/307073.p,307073.p,accepted
14922,307877,0,0,prasad,../TextSegmentation/Pickle_Files/307877.p,307877.p,accepted
14923,388421,1,0,dviDA,../TextSegmentation/Pickle_Files/388421.p,388421.p,accepted
14924,372025,3,8,varjay,../TextSegmentation/Pickle_Files/372025.p,372025.p,accepted
14925,52279,5,0,aviklava,../TextSegmentation/Pickle_Files/52279.p,52279.p,accepted
14926,148257,1,0,AdA,../TextSegmentation/Pickle_Files/148257.p,148257.p,accepted
14927,135172,4,0,kaScid,../TextSegmentation/Pickle_Files/135172.p,135172.p,accepted
14928,399757,4,0,mAriza,../TextSegmentation/Pickle_Files/399757.p,399757.p,accepted
14929,85331,0,17,Adi,../TextSegmentation/Pickle_Files/85331.p,85331.p,accepted
14930,87393,0,0,devayAnI,../TextSegmentation/Pickle_Files/87393.p,87393.p,accepted
14931,88692,3,0,BAga,../TextSegmentation/Pickle_Files/88692.p,88692.p,accepted
14932,121865,1,0,kuSalin,../TextSegmentation/Pickle_Files/121865.p,121865.p,accepted
14933,107788,1,0,gati,../TextSegmentation/Pickle_Files/107788.p,107788.p,accepted
14934,78727,0,0,hiraRyakaSipu,../TextSegmentation/Pickle_Files/78727.p,78727.p,accepted
14935,90056,4,10,vimiSra,../TextSegmentation/Pickle_Files/90056.p,90056.p,accepted
14936,392585,2,5,Sakuni,../TextSegmentation/Pickle_Files/392585.p,392585.p,accepted
14937,328457,5,0,anupaS,../TextSegmentation/Pickle_Files/328457.p,328457.p,accepted
14938,134271,3,0,samAsTA,../TextSegmentation/Pickle_Files/134271.p,134271.p,accepted
14939,335707,1,1,uttApay,../TextSegmentation/Pickle_Files/335707.p,335707.p,accepted
14940,94031,2,11,samanvita,../TextSegmentation/Pickle_Files/94031.p,94031.p,accepted
14941,342865,1,0,saMkzip,../TextSegmentation/Pickle_Files/342865.p,342865.p,accepted
14942,347132,1,0,parIkzaRa,../TextSegmentation/Pickle_Files/347132.p,347132.p,accepted
14943,125309,0,9,vinyAsa,../TextSegmentation/Pickle_Files/125309.p,125309.p,accepted
14944,398996,0,0,niras,../TextSegmentation/Pickle_Files/398996.p,398996.p,accepted
14945,369991,6,0,pitf,../TextSegmentation/Pickle_Files/369991.p,369991.p,accepted
14946,390274,0,0,nirmaryAda,../TextSegmentation/Pickle_Files/390274.p,390274.p,accepted
14947,314945,1,0,vipramuc,../TextSegmentation/Pickle_Files/314945.p,314945.p,accepted
14948,54316,0,6,vat,../TextSegmentation/Pickle_Files/54316.p,54316.p,accepted
14949,337833,0,0,udyuj,../TextSegmentation/Pickle_Files/337833.p,337833.p,accepted
14950,361051,2,0,viDU,../TextSegmentation/Pickle_Files/361051.p,361051.p,accepted
14951,122095,0,0,atyadButa,../TextSegmentation/Pickle_Files/122095.p,122095.p,accepted
14952,318531,1,0,viprakf,../TextSegmentation/Pickle_Files/318531.p,318531.p,accepted
14953,375057,3,0,SrIparvata,../TextSegmentation/Pickle_Files/375057.p,375057.p,accepted
14954,392167,3,0,aparAjita,../TextSegmentation/Pickle_Files/392167.p,392167.p,accepted
14955,370375,5,6,cintaka,../TextSegmentation/Pickle_Files/370375.p,370375.p,accepted
14956,111162,0,0,trayastriMSat,../TextSegmentation/Pickle_Files/111162.p,111162.p,accepted
14958,351655,3,0,arvAYc,../TextSegmentation/Pickle_Files/351655.p,351655.p,accepted
14959,369378,5,0,jYAti,../TextSegmentation/Pickle_Files/369378.p,369378.p,accepted
14960,320941,0,0,muni,../TextSegmentation/Pickle_Files/320941.p,320941.p,accepted
14961,300896,1,0,asahya,../TextSegmentation/Pickle_Files/300896.p,300896.p,accepted
14962,146829,3,0,kamalasaMBava,../TextSegmentation/Pickle_Files/146829.p,146829.p,accepted
14963,83140,0,15,kiMnara,../TextSegmentation/Pickle_Files/83140.p,83140.p,accepted
14964,338251,0,0,bfhaspati,../TextSegmentation/Pickle_Files/338251.p,338251.p,accepted
14965,113743,1,0,nidrA,../TextSegmentation/Pickle_Files/113743.p,113743.p,accepted
14966,330992,1,0,piSAca,../TextSegmentation/Pickle_Files/330992.p,330992.p,accepted
14967,122358,0,0,AlaB,../TextSegmentation/Pickle_Files/122358.p,122358.p,accepted
14969,396165,0,0,aBidru,../TextSegmentation/Pickle_Files/396165.p,396165.p,accepted
14970,363533,4,5,saMkara,../TextSegmentation/Pickle_Files/363533.p,363533.p,accepted
14971,375917,0,6,janay,../TextSegmentation/Pickle_Files/375917.p,375917.p,accepted
14972,392630,0,0,vijYA,../TextSegmentation/Pickle_Files/392630.p,392630.p,accepted
14973,328961,3,0,pf,../TextSegmentation/Pickle_Files/328961.p,328961.p,accepted
14974,337599,5,0,anaGa,../TextSegmentation/Pickle_Files/337599.p,337599.p,accepted
14975,354205,0,0,kAlodaka,../TextSegmentation/Pickle_Files/354205.p,354205.p,accepted
14976,147635,2,0,mahAtman,../TextSegmentation/Pickle_Files/147635.p,147635.p,accepted
14977,56703,2,0,iNguda,../TextSegmentation/Pickle_Files/56703.p,56703.p,accepted
14978,129361,0,3,prIti,../TextSegmentation/Pickle_Files/129361.p,129361.p,accepted
14979,94666,4,3,viroDin,../TextSegmentation/Pickle_Files/94666.p,94666.p,accepted
14980,142361,0,0,jf,../TextSegmentation/Pickle_Files/142361.p,142361.p,accepted
14982,349473,1,6,sTAnIya,../TextSegmentation/Pickle_Files/349473.p,349473.p,accepted
14983,396620,0,0,saMyuj,../TextSegmentation/Pickle_Files/396620.p,396620.p,accepted
14984,87127,0,3,kaScid,../TextSegmentation/Pickle_Files/87127.p,87127.p,accepted
14985,62743,1,0,kAnta,../TextSegmentation/Pickle_Files/62743.p,62743.p,accepted
14986,316937,1,0,viDA,../TextSegmentation/Pickle_Files/316937.p,316937.p,accepted
14987,304530,5,6,nirmA,../TextSegmentation/Pickle_Files/304530.p,304530.p,accepted
14989,307567,4,0,jYAna,../TextSegmentation/Pickle_Files/307567.p,307567.p,accepted
14990,68888,4,0,praSaMs,../TextSegmentation/Pickle_Files/68888.p,68888.p,accepted
14991,354144,0,0,vedapAraga,../TextSegmentation/Pickle_Files/354144.p,354144.p,accepted
14992,326812,0,0,dvi,../TextSegmentation/Pickle_Files/326812.p,326812.p,accepted
14993,102066,1,0,hemakUwa,../TextSegmentation/Pickle_Files/102066.p,102066.p,accepted
14994,372334,0,0,nASay,../TextSegmentation/Pickle_Files/372334.p,372334.p,accepted
14995,88201,1,4,samBU,../TextSegmentation/Pickle_Files/88201.p,88201.p,accepted
14996,352934,0,0,Agam,../TextSegmentation/Pickle_Files/352934.p,352934.p,accepted
14997,70983,3,0,nizev,../TextSegmentation/Pickle_Files/70983.p,70983.p,accepted
14998,339280,2,0,pratibuD,../TextSegmentation/Pickle_Files/339280.p,339280.p,accepted
14999,305082,3,0,hari,../TextSegmentation/Pickle_Files/305082.p,305082.p,accepted
15000,108763,3,4,upakram,../TextSegmentation/Pickle_Files/108763.p,108763.p,accepted
15002,60727,3,0,snigDa,../TextSegmentation/Pickle_Files/60727.p,60727.p,accepted
15003,353616,4,0,jalaja,../TextSegmentation/Pickle_Files/353616.p,353616.p,accepted
15004,99310,3,0,sic,../TextSegmentation/Pickle_Files/99310.p,99310.p,accepted
15005,102687,8,0,iz,../TextSegmentation/Pickle_Files/102687.p,102687.p,accepted
15006,74317,2,0,paScAt,../TextSegmentation/Pickle_Files/74317.p,74317.p,accepted
15007,327715,5,0,mohay,../TextSegmentation/Pickle_Files/327715.p,327715.p,accepted
15008,345354,0,6,upapatti,../TextSegmentation/Pickle_Files/345354.p,345354.p,accepted
15009,371276,1,1,utkram,../TextSegmentation/Pickle_Files/371276.p,371276.p,accepted
15010,125435,1,0,bahuviDa,../TextSegmentation/Pickle_Files/125435.p,125435.p,accepted
15011,310681,1,1,avyApin,../TextSegmentation/Pickle_Files/310681.p,310681.p,accepted
15012,331163,4,0,damay,../TextSegmentation/Pickle_Files/331163.p,331163.p,accepted
15013,139164,4,0,Agam,../TextSegmentation/Pickle_Files/139164.p,139164.p,accepted
15014,342749,3,7,muni,../TextSegmentation/Pickle_Files/342749.p,342749.p,accepted
15015,59015,0,8,iha,../TextSegmentation/Pickle_Files/59015.p,59015.p,accepted
15016,124743,2,0,pfTvI,../TextSegmentation/Pickle_Files/124743.p,124743.p,accepted
15017,115568,0,0,Sikz,../TextSegmentation/Pickle_Files/115568.p,115568.p,accepted
15018,57103,4,0,saMcaya,../TextSegmentation/Pickle_Files/57103.p,57103.p,accepted
15019,87890,0,0,tArArizwa,../TextSegmentation/Pickle_Files/87890.p,87890.p,accepted
15020,344962,2,0,agrahaRa,../TextSegmentation/Pickle_Files/344962.p,344962.p,accepted
15021,103056,0,0,pragrah,../TextSegmentation/Pickle_Files/103056.p,103056.p,accepted
15022,329549,7,0,pracC,../TextSegmentation/Pickle_Files/329549.p,329549.p,accepted
15023,398028,5,0,vijayin,../TextSegmentation/Pickle_Files/398028.p,398028.p,accepted
15024,315453,3,0,upaSoBay,../TextSegmentation/Pickle_Files/315453.p,315453.p,accepted
15025,142445,4,0,savatsa,../TextSegmentation/Pickle_Files/142445.p,142445.p,accepted
15026,377234,2,0,prAh,../TextSegmentation/Pickle_Files/377234.p,377234.p,accepted
15027,67011,4,0,sev,../TextSegmentation/Pickle_Files/67011.p,67011.p,accepted
15028,91334,0,0,vaYcay,../TextSegmentation/Pickle_Files/91334.p,91334.p,accepted
15029,110722,5,0,manohara,../TextSegmentation/Pickle_Files/110722.p,110722.p,accepted
15030,387278,5,0,devavrata,../TextSegmentation/Pickle_Files/387278.p,387278.p,accepted
15031,361999,2,0,nirnimeza,../TextSegmentation/Pickle_Files/361999.p,361999.p,accepted
15032,130581,2,0,kaTay,../TextSegmentation/Pickle_Files/130581.p,130581.p,accepted
15033,345511,3,0,samave,../TextSegmentation/Pickle_Files/345511.p,345511.p,accepted
15034,311844,1,0,AKyAta,../TextSegmentation/Pickle_Files/311844.p,311844.p,accepted
15035,311074,0,0,ESvarya,../TextSegmentation/Pickle_Files/311074.p,311074.p,accepted
15036,81614,1,0,pitf,../TextSegmentation/Pickle_Files/81614.p,81614.p,accepted
15037,145293,3,0,nf,../TextSegmentation/Pickle_Files/145293.p,145293.p,accepted
15038,318219,2,0,parivarjay,../TextSegmentation/Pickle_Files/318219.p,318219.p,accepted
15039,318056,1,0,rocay,../TextSegmentation/Pickle_Files/318056.p,318056.p,accepted
15040,113278,4,9,aBiBAzaRa,../TextSegmentation/Pickle_Files/113278.p,113278.p,accepted
15041,82773,0,0,viSezataḥ,../TextSegmentation/Pickle_Files/82773.p,82773.p,accepted
15042,339435,1,0,Bavizya,../TextSegmentation/Pickle_Files/339435.p,339435.p,accepted
15043,138955,0,0,avasTApay,../TextSegmentation/Pickle_Files/138955.p,138955.p,accepted
15044,93855,0,0,nidarSana,../TextSegmentation/Pickle_Files/93855.p,93855.p,accepted
15045,359659,1,0,saMDf,../TextSegmentation/Pickle_Files/359659.p,359659.p,accepted
15046,100969,5,0,acyuta,../TextSegmentation/Pickle_Files/100969.p,100969.p,accepted
15047,344597,0,0,kasmAt,../TextSegmentation/Pickle_Files/344597.p,344597.p,accepted
15048,111811,3,0,somaputra,../TextSegmentation/Pickle_Files/111811.p,111811.p,rejected
15050,84463,0,0,viSezataḥ,../TextSegmentation/Pickle_Files/84463.p,84463.p,accepted
15051,303928,1,0,dakziRa,../TextSegmentation/Pickle_Files/303928.p,303928.p,accepted
15052,381665,1,0,samasta,../TextSegmentation/Pickle_Files/381665.p,381665.p,accepted
15053,365511,1,2,amfta,../TextSegmentation/Pickle_Files/365511.p,365511.p,accepted
15054,303881,1,6,aKila,../TextSegmentation/Pickle_Files/303881.p,303881.p,accepted
15055,57929,1,0,Suklapakza,../TextSegmentation/Pickle_Files/57929.p,57929.p,accepted
15056,113311,3,0,samavalamb,../TextSegmentation/Pickle_Files/113311.p,113311.p,accepted
15057,66979,1,0,darSay,../TextSegmentation/Pickle_Files/66979.p,66979.p,accepted
15058,391582,4,0,kzip,../TextSegmentation/Pickle_Files/391582.p,391582.p,accepted
15059,355675,1,0,prastu,../TextSegmentation/Pickle_Files/355675.p,355675.p,accepted
15060,95232,3,5,samanvita,../TextSegmentation/Pickle_Files/95232.p,95232.p,accepted
15061,137998,4,8,uB,../TextSegmentation/Pickle_Files/137998.p,137998.p,accepted
15062,97269,2,0,snigDa,../TextSegmentation/Pickle_Files/97269.p,97269.p,accepted
15063,116679,1,0,vikf,../TextSegmentation/Pickle_Files/116679.p,116679.p,accepted
15064,301171,8,0,ISitf,../TextSegmentation/Pickle_Files/301171.p,301171.p,accepted
15065,307141,2,3,liNga,../TextSegmentation/Pickle_Files/307141.p,307141.p,accepted
15066,85801,2,0,SudDi,../TextSegmentation/Pickle_Files/85801.p,85801.p,accepted
15067,345644,4,0,vAdin,../TextSegmentation/Pickle_Files/345644.p,345644.p,accepted
15068,130018,4,0,jYA,../TextSegmentation/Pickle_Files/130018.p,130018.p,accepted
15069,301393,3,0,suKam,../TextSegmentation/Pickle_Files/301393.p,301393.p,accepted
15070,373487,3,0,varDay,../TextSegmentation/Pickle_Files/373487.p,373487.p,accepted
15071,141223,0,6,nASin,../TextSegmentation/Pickle_Files/141223.p,141223.p,accepted
15072,372773,3,0,paNkti,../TextSegmentation/Pickle_Files/372773.p,372773.p,accepted
15073,343106,1,0,kaTay,../TextSegmentation/Pickle_Files/343106.p,343106.p,accepted
15074,339409,0,0,maheSvara,../TextSegmentation/Pickle_Files/339409.p,339409.p,accepted
15075,367041,3,1,apramatta,../TextSegmentation/Pickle_Files/367041.p,367041.p,accepted
15076,386360,2,12,mahA,../TextSegmentation/Pickle_Files/386360.p,386360.p,accepted
15077,311641,7,0,saMsf,../TextSegmentation/Pickle_Files/311641.p,311641.p,accepted
15078,320590,2,0,parityaj,../TextSegmentation/Pickle_Files/320590.p,320590.p,accepted
15079,80490,3,0,vaqabA,../TextSegmentation/Pickle_Files/80490.p,80490.p,accepted
15080,123142,0,4,upaviS,../TextSegmentation/Pickle_Files/123142.p,123142.p,accepted
15081,52500,0,0,kftakftya,../TextSegmentation/Pickle_Files/52500.p,52500.p,accepted
15082,142917,1,0,prabrU,../TextSegmentation/Pickle_Files/142917.p,142917.p,accepted
15083,332186,3,8,asita,../TextSegmentation/Pickle_Files/332186.p,332186.p,accepted
15084,371397,0,10,dvijAti,../TextSegmentation/Pickle_Files/371397.p,371397.p,accepted
15085,99139,4,0,yuDizWira,../TextSegmentation/Pickle_Files/99139.p,99139.p,accepted
15086,350962,3,7,antari,../TextSegmentation/Pickle_Files/350962.p,350962.p,accepted
15087,301752,10,0,akurvant,../TextSegmentation/Pickle_Files/301752.p,301752.p,accepted
15088,142059,3,5,hita,../TextSegmentation/Pickle_Files/142059.p,142059.p,accepted
15089,313625,6,0,prapaS,../TextSegmentation/Pickle_Files/313625.p,313625.p,accepted
